ID1,ID2,EdgeType,Score,Annotation
776,800,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98234
790,824,MS1 annotation,9,[M+Na]+ [M+NH4]+ dm/z=4.95521
790,810,MS1 annotation,9,[2M+K]+ [M+NH4]+ dm/z=313.04514
795,800,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02664
799,814,MS1 annotation,5,[2M+H-H2O]+ [2M+H]+ dm/z=18.01084
806,808,MS1 annotation,9,[M+K]+ [2M+Na]+ dm/z=422.19943
806,820,MS1 annotation,9,[2M+H-H2O]+ [2M+Na]+ dm/z=39.99319
807,893,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.9833
807,855,MS1 annotation,4,[M+H-H2O]+ [M+H]+ dm/z=18.00954
808,820,MS1 annotation,9,[2M+H-H2O]+ [M+K]+ dm/z=382.20624
810,824,MS1 annotation,9,[M+Na]+ [2M+K]+ dm/z=308.08993
855,893,MS1 annotation,4,[M+Na]+ [M+H-H2O]+ dm/z=39.99284
886,892,MS1 annotation,2,[2M+H]+ [M+NH4]+ dm/z=550.19557
954,959,MS1 annotation,3,[M+H]+ [M+K]+ dm/z=37.95585
954,956,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.97356
956,959,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98229
963,987,MS1 annotation,2,[2M+Na]+ [M+NH4]+ dm/z=197.03465
964,972,MS1 annotation,4,[M+H-H2O]+ [M+H]+ dm/z=18.01056
964,976,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.95597
964,968,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98191
968,972,MS1 annotation,4,[M+H-H2O]+ [M+Na]+ dm/z=39.99247
968,976,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.97407
972,976,MS1 annotation,4,[M+K]+ [M+H-H2O]+ dm/z=55.96654
1001,1061,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98203
1001,1033,MS1 annotation,3,[M-H+2Na]+ [M+Na]+ dm/z=21.98201
1017,1019,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98202
1018,1020,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.97398
1033,1061,MS1 annotation,3,[M+H]+ [M-H+2Na]+ dm/z=43.96404
1055,1058,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.9818
1070,1197,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.97432
1112,1200,MS1 annotation,6,[2M+NH4]+ [M+H]+ dm/z=601.25818
1112,1189,MS1 annotation,6,[2M+Na]+ [M+H]+ dm/z=606.21369
1112,1167,MS1 annotation,6,[2M+H]+ [M+H]+ dm/z=584.2308
1112,1220,MS1 annotation,6,[M+NH4]+ [M+H]+ dm/z=17.02663
1112,1187,MS1 annotation,6,[M+Na]+ [M+H]+ dm/z=21.98196
1133,1134,MS1 annotation,2,[M+NH4]+ [M+H-H2O]+ dm/z=35.03764
1148,1156,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95539
1148,1158,MS1 annotation,3,[M+H-H2O]+ [M+Na]+ dm/z=39.99311
1156,1158,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03772
1158,1207,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02723
1158,1162,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98262
1162,1207,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95539
1163,1188,MS1 annotation,6,[2M+Na]+ [2M+H]+ dm/z=21.98239
1163,1171,MS1 annotation,6,[M+H]+ [2M+H]+ dm/z=730.28912
1163,1196,MS1 annotation,6,[2M+NH4]+ [2M+H]+ dm/z=17.02702
1163,1230,MS1 annotation,6,[M+NH4]+ [2M+H]+ dm/z=713.26264
1163,1176,MS1 annotation,6,[M+Na]+ [2M+H]+ dm/z=708.3074
1165,1172,MS1 annotation,2,[M+H-H2O]+ [M+NH4]+ dm/z=35.0373
1167,1200,MS1 annotation,6,[2M+NH4]+ [2M+H]+ dm/z=17.02738
1167,1189,MS1 annotation,6,[2M+Na]+ [2M+H]+ dm/z=21.98289
1167,1220,MS1 annotation,6,[M+NH4]+ [2M+H]+ dm/z=567.20417
1167,1187,MS1 annotation,6,[M+Na]+ [2M+H]+ dm/z=562.24884
1168,1214,MS1 annotation,5,[M+NH4]+ [2M+Na]+ dm/z=443.12892
1168,1178,MS1 annotation,5,[2M+H]+ [2M+Na]+ dm/z=21.98212
1168,1173,MS1 annotation,5,[M+H]+ [2M+Na]+ dm/z=460.1554
1168,1231,MS1 annotation,5,[2M+NH4]+ [2M+Na]+ dm/z=4.95529
1171,1188,MS1 annotation,6,[2M+Na]+ [M+H]+ dm/z=752.27151
1171,1196,MS1 annotation,6,[2M+NH4]+ [M+H]+ dm/z=747.31614
1171,1230,MS1 annotation,6,[M+NH4]+ [M+H]+ dm/z=17.02648
1171,1176,MS1 annotation,6,[M+Na]+ [M+H]+ dm/z=21.98172
1172,1223,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98381
1172,1216,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02705
1173,1214,MS1 annotation,5,[M+NH4]+ [M+H]+ dm/z=17.02648
1173,1178,MS1 annotation,5,[2M+H]+ [M+H]+ dm/z=438.17328
1173,1231,MS1 annotation,5,[2M+NH4]+ [M+H]+ dm/z=455.20011
1176,1188,MS1 annotation,6,[2M+Na]+ [M+Na]+ dm/z=730.28979
1176,1196,MS1 annotation,6,[2M+NH4]+ [M+Na]+ dm/z=725.33442
1176,1230,MS1 annotation,6,[M+NH4]+ [M+Na]+ dm/z=4.95523
1178,1214,MS1 annotation,5,[M+NH4]+ [2M+H]+ dm/z=421.1468
1178,1231,MS1 annotation,5,[2M+NH4]+ [2M+H]+ dm/z=17.02684
1187,1200,MS1 annotation,6,[2M+NH4]+ [M+Na]+ dm/z=579.27622
1187,1189,MS1 annotation,6,[2M+Na]+ [M+Na]+ dm/z=584.23173
1187,1220,MS1 annotation,6,[M+NH4]+ [M+Na]+ dm/z=4.95533
1188,1196,MS1 annotation,6,[2M+NH4]+ [2M+Na]+ dm/z=4.95537
1188,1230,MS1 annotation,6,[M+NH4]+ [2M+Na]+ dm/z=735.24503
1189,1200,MS1 annotation,6,[2M+NH4]+ [2M+Na]+ dm/z=4.95551
1189,1220,MS1 annotation,6,[M+NH4]+ [2M+Na]+ dm/z=589.18706
1196,1230,MS1 annotation,6,[M+NH4]+ [2M+NH4]+ dm/z=730.28966
1200,1220,MS1 annotation,6,[M+NH4]+ [2M+NH4]+ dm/z=584.23155
1204,1254,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.9553
1212,1237,MS1 annotation,2,[M+NH4]+ [M+H-H2O]+ dm/z=35.03697
1214,1231,MS1 annotation,5,[2M+NH4]+ [M+NH4]+ dm/z=438.17364
1216,1223,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95676
1228,1253,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95492
1229,1285,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.97438
1247,1279,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.97525
1275,1281,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.97376
1293,1294,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98191
1305,1306,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98185
1357,1360,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98184
1358,1362,MS1 annotation,3,[M+Na]+ [M+H-H2O]+ dm/z=39.99256
1358,1361,MS1 annotation,3,[M+H]+ [M+H-H2O]+ dm/z=18.01057
1358,1368,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98185
1361,1362,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98199
1380,1402,MS1 annotation,3,[2M+Na]+ [M+Na]+ dm/z=267.09679
1380,1383,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.97389
1381,1399,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98204
1383,1402,MS1 annotation,3,[2M+Na]+ [M+K]+ dm/z=251.1229
1385,1397,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98196
1422,1433,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.97412
1425,1446,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.97406
1431,1436,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.9551
1432,1443,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.955
1447,1460,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98181
1451,1457,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.97233
1452,1464,MS1 annotation,6,[M+H-H2O]+ [M+K]+ dm/z=55.96646
1452,1481,MS1 annotation,6,[M+Na]+ [M+K]+ dm/z=15.97402
1452,1483,MS1 annotation,6,[M+H]+ [M+K]+ dm/z=37.95599
1452,1455,MS1 annotation,6,[M-H+2Na]+ [M+K]+ dm/z=6.00794
1452,1462,MS1 annotation,6,[2M+Na]+ [M+K]+ dm/z=161.09087
1455,1464,MS1 annotation,6,[M+H-H2O]+ [M-H+2Na]+ dm/z=61.9744
